Região;Sigla_UF;UF;Código_IBGE_Município;Município;Tipo_Crime;Mês;Mês_Ano;PC-Qtde_Ocorrências
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;01;01/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;02;02/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;03;03/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;04;04/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;05;05/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;06;06/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;07;07/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;08;08/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;10;10/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;11;11/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Estupro;12;12/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;01;01/2010;203
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;02;02/2010;159
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;03;03/2010;215
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;04;04/2010;180
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;05;05/2010;142
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;06;06/2010;125
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;07;07/2010;194
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;08;08/2010;163
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;09;09/2010;138
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;10;10/2010;151
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;11;11/2010;124
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Furto de veículo;12;12/2010;113
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;09;09/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Homicídio doloso;12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Lesão corporal seguida de morte;04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Lesão corporal seguida de morte;06;06/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Lesão corporal seguida de morte;07;07/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Lesão corporal seguida de morte;08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Lesão corporal seguida de morte;09;09/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Lesão corporal seguida de morte;10;10/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Lesão corporal seguida de morte;11;11/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Lesão corporal seguida de morte;12;12/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;01;01/2010;19
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;02;02/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;03;03/2010;21
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;04;04/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;05;05/2010;21
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;06;06/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;07;07/2010;15
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;08;08/2010;24
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;09;09/2010;19
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;10;10/2010;19
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;11;11/2010;32
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo de veículo;12;12/2010;19
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010801;Brasília;Roubo seguido de morte (latrocínio);12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;01;01/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;02;02/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;05;05/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;07;07/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;08;08/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;09;09/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;10;10/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;11;11/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Estupro;12;12/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;01;01/2010;43
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;02;02/2010;34
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;03;03/2010;32
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;04;04/2010;22
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;05;05/2010;27
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;06;06/2010;23
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;07;07/2010;27
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;08;08/2010;31
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;09;09/2010;22
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;10;10/2010;23
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;11;11/2010;20
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Furto de veículo;12;12/2010;22
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;01;01/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;02;02/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;03;03/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;04;04/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;06;06/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;08;08/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;09;09/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;10;10/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;11;11/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Homicídio doloso;12;12/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;01;01/2010;18
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;02;02/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;03;03/2010;11
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;04;04/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;05;05/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;06;06/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;07;07/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;08;08/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;09;09/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;10;10/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;11;11/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo de veículo;12;12/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;01;01/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;03;03/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;04;04/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;05;05/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;07;07/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;08;08/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;09;09/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;10;10/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;11;11/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;12;12/2010;8
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;01;01/2010;120
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;02;02/2010;71
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;03;03/2010;84
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;04;04/2010;75
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;05;05/2010;91
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;06;06/2010;41
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;07;07/2010;93
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;08;08/2010;63
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;09;09/2010;91
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;10;10/2010;104
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;11;11/2010;82
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;12;12/2010;63
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;01;01/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;02;02/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;04;04/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;05;05/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;06;06/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;07;07/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;10;10/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;11;11/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;12;12/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Lesão corporal seguida de morte;11;11/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Lesão corporal seguida de morte;12;12/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;01;01/2010;108
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;02;02/2010;92
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;03;03/2010;57
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;04;04/2010;86
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;05;05/2010;66
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;06;06/2010;56
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;07;07/2010;96
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;08;08/2010;60
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;09;09/2010;38
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;10;10/2010;45
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;11;11/2010;42
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;12;12/2010;36
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo seguido de morte (latrocínio);12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;02;02/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;03;03/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;04;04/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;05;05/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;06;06/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;07;07/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;08;08/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;09;09/2010;11
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;11;11/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;12;12/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;01;01/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;02;02/2010;16
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;03;03/2010;18
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;04;04/2010;23
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;05;05/2010;11
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;06;06/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;07;07/2010;24
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;08;08/2010;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;09;09/2010;12
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;10;10/2010;18
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;11;11/2010;18
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;12;12/2010;16
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;01;01/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;02;02/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;03;03/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;04;04/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;05;05/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;06;06/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;07;07/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;08;08/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;09;09/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;10;10/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;11;11/2010;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;12;12/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;01;01/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;02;02/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;03;03/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;05;05/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Lesão corporal seguida de morte;12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;01;01/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;02;02/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;03;03/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;04;04/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;05;05/2010;14
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;06;06/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;07;07/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;08;08/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;09;09/2010;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;10;10/2010;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;11;11/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);01;01/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);02;02/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);03;03/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);04;04/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);05;05/2010;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);06;06/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);07;07/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);08;08/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);09;09/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);10;10/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);11;11/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);12;12/2010;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;01;01/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;02;02/2010;6
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;03;03/2010;12
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;04;04/2010;12
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;05;05/2010;9
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;06;06/2010;13
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;07;07/2010;5
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;08;08/2010;3
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;09;09/2010;12
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;10;10/2010;11
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;11;11/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;12;12/2010;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;01;01/2010;112
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;02;02/2010;78
